Date,Open,High,Low,Close,Adj Close,Volume
2015-11-10,207.51,208.6,-5,1.0,1.0,75874600
2015-11-11,208.88,208.94,-5,1.0,1.0,67846000
2015-11-12,206.5,207.06,-5,1.0,1.0,121315200
2015-11-13,204.35,204.67,-5,1.0,1.0,153577100
2015-11-16,202.32,205.69,-5,1.0,1.0,117645200
2015-11-17,205.99,207.04,-5,1.0,1.0,121123700
2015-11-18,206.04,208.9,-5,1.0,1.0,121342500
2015-11-19,208.59,209.05,-5,1.0,1.0,88220500
2015-11-20,209.45,210.12,-5,1.0,1.0,94011500
2015-11-23,209.38,209.98,-5,1.0,1.0,64931200
2015-11-24,207.87,209.83,-5,1.0,1.0,98874400
2015-11-25,209.5,209.74,-5,1.0,1.0,51980100
2015-11-27,209.43,209.8,-5,1.0,1.0,37317800
2015-11-30,209.75,209.89,-5,1.0,1.0,112822700
2015-12-01,209.44,210.82,-5,1.0,1.0,97858400
2015-12-02,210.62,211.0,-5,1.0,1.0,108441300
2015-12-03,208.83,209.15,-5,1.0,1.0,166224200
2015-12-04,205.61,209.97,-5,1.0,1.0,192913900
2015-12-07,209.23,209.73,-5,1.0,1.0,102027100
2015-12-08,206.49,208.29,-5,1.0,1.0,103372400
2015-12-09,206.19,208.68,-5,1.0,1.0,162401500
2015-12-10,205.42,207.43,-5,1.0,1.0,116128900
2015-12-11,203.35,204.14,-5,1.0,1.0,211173300
2015-12-14,202.07,203.05,-5,1.0,1.0,182385200
2015-12-15,204.7,206.11,-5,1.0,1.0,154069600
2015-12-16,206.37,208.39,-5,1.0,1.0,197017000
2015-12-17,208.4,208.48,-5,1.0,1.0,173092500
2015-12-18,202.77,202.93,-5,1.0,1.0,251393500
2015-12-21,201.41,201.88,-5,1.0,1.0,99094300
2015-12-22,202.72,203.85,-5,1.0,1.0,111026200
2015-12-23,204.69,206.07,-5,1.0,1.0,110987200
2015-12-24,205.72,206.33,-5,1.0,1.0,48539600
2015-12-28,204.86,205.26,-5,1.0,1.0,65899900
2015-12-29,206.51,207.79,-5,1.0,1.0,92640700
2015-12-30,207.11,207.21,-5,1.0,1.0,63317700
2015-12-31,205.13,205.89,-5,1.0,1.0,114877900
2016-01-04,200.49,201.03,-5,1.0,1.0,222353500
2016-01-05,201.4,201.9,-5,1.0,1.0,110845800
2016-01-06,198.34,200.06,-5,1.0,1.0,152112600
2016-01-07,195.33,197.44,-5,1.0,1.0,213436100
2016-01-08,195.19,195.85,-5,1.0,1.0,209817200
2016-01-11,193.01,193.41,-5,1.0,1.0,187941300
2016-01-12,193.82,194.55,-5,1.0,1.0,172330500
2016-01-13,194.45,194.86,-5,1.0,1.0,221168900
2016-01-14,189.55,193.26,-5,1.0,1.0,240795600
2016-01-15,186.77,188.76,-5,1.0,1.0,324846400
2016-01-19,189.96,190.11,-5,1.0,1.0,195244400
2016-01-20,185.03,187.5,-5,1.0,1.0,286547800
2016-01-21,186.21,188.87,-5,1.0,1.0,195772900
2016-01-22,189.78,190.76,-5,1.0,1.0,168319600
2016-01-25,189.92,190.15,-5,1.0,1.0,130371700
2016-01-26,188.42,190.53,-5,1.0,1.0,141036800
2016-01-27,189.58,191.56,-5,1.0,1.0,185681700
2016-01-28,189.96,190.2,-5,1.0,1.0,143798800
