name,probability,correl,state_0_mean,state_1_mean,state_2_mean,state_0_next_mean,state_1_next_mean,state_2_next_mean,pca_n_components,k_features,features
sleepy-emerald-octopus,0.00964833352941417,0.999999841726448,-0.0308033067378006,0.0700225045150007,0.124764505873835,0.0302560270830329,0.0559053325690021,0.0680627340612875,6,5,"['return', 'adx', 'rsi', 'var', 'mom', 'plus_dm']"
scummy-cardinal-markhor,10.5599217559435,0.995087255075073,0.00031468002358901,0.0110665133699645,0.14959073681359,0.0230609053120845,0.030998621829447,0.100079518048161,13,8,"['return', '1_day_change', 'macd_signal', 'plus_dm', 'stochrsi_fastd', 'stochf_fastd', 'mom', 'macd', 'macdfix']"
greasy-sepia-chicken,48.1157707952193,0.966730293138592,-1.15535852594582,0.159211362162599,0.526466033674854,-0.00197676139516065,0.0613099913554135,0.0571464567268465,11,5,"['return', '1_day_change', 'stochf_fastd', 'ht_dcphase', 'willr', 'stochf_fastk']"
pretty-lavender-dachshund,9.84384201485491e-14,0.999957438152689,-0.558088551129908,-0.0198179543200537,0.257168498335026,0.00707043515071016,0.0459969040809068,0.0647557294702012,10,8,"['return', 'adxr', 'macd_hist', 'bop', 'trange', 'high', 'var', 'rocr', 'ht_dcphase']"
wheezy-saffron-fousek,0.00227115864831592,0.965880869266017,-0.0673012349550267,0.0389670389872899,0.207458125012608,0.00642293438796375,0.031100358896397,0.136678963269638,7,13,"['return', 'ultosc', 'rocr100', 'mom', 'stochrsi_fastd', 'volume', 'adosc', '1_day_change', 'macdfix_hist', 'macd_hist', 'willr', 'beta', 'rocr', 'linearreg_angle']"
paltry-cardinal-dachsbracke,0.00163723388367052,0.498292391372471,-0.0610343170393902,0.0119784761163213,0.124807304483019,0.0154886956147962,0.0881372054737189,0.055175151258197,8,12,"['return', 'cmo', 'macdfix_signal', 'aroon_up', 'roc', 'rocr', 'stochf_fastd', 'willr', 'stddev', 'ht_dcphase', '1_day_change', 'macd_hist', 'ultosc']"
randy-cornflower-bulldog,0.0501273946922174,0.998332821442287,-0.0498517069454265,0.0320531477301052,0.114538656432991,0.00580483196788399,0.0481301702956738,0.0763550316168896,9,9,"['return', 'rsi', 'macdfix_signal', 'volume', 'rocr100', 'rocp', 'cmo', 'macd', 'obv', 'linearreg_slope']"
flabby-cinnamon-moth,0.383899715492848,0.989828942961529,-0.221294356001813,0.050918151567004,0.218306197516855,-0.0868220983108539,0.0707974232663059,0.118304576261601,4,7,"['return', 'volume', 'intraday_change', 'plus_dm', 'roc', 'macd_hist', 'stochf_fastd', 'rocp']"
blurry-aquamarine-angora,0.323941160967862,0.995157503194609,-1.16178243898359,0.0673304057106369,0.534098975958382,-0.112541540187824,0.0628506841858317,0.100058094480188,13,11,"['return', 'stochf_fastk', 'stochrsi_fastd', '1_day_change', 'macdfix_hist', 'ht_phasor_inphase', 'var', 'aroon_down', 'cmo', 'rocp', 'bop', 'rocr100']"
hilly-smalt-gorilla,0.00050508648016943,0.999875486782859,-1.1370360935559,0.106315347968539,0.409198219093447,-0.132747913948106,0.0620782656558382,0.103293275889657,9,8,"['return', 'obv', 'volume', 'minus_dm', 'atr', 'trange', '1_day_change', 'roc', 'stochf_fastk']"
squeaky-saffron-gorilla,0.00125588529611431,0.996826100198727,-0.0573854732284851,-0.00578060268492676,0.162270465197119,0.0174730994550456,0.0246750102934651,0.0933474158146611,8,13,"['return', 'rocr', 'minus_dm', 'macd_hist', 'intraday_change', 'var', 'atr', 'willr', 'trange', 'cci', 'linearreg_slope', 'stochf_fastk', 'rocr100', 'linearreg_angle']"
breezy-zucchini-setter,0.00741310334542515,0.999971223802508,-0.0711603779635372,0.0520884737648919,0.187689761567007,0.00101612938134693,0.0532541397220989,0.102695985462636,6,10,"['return', 'plus_dm', 'stochf_fastd', 'beta', 'mom', 'macdfix_hist', 'willr', 'macd', 'rocr', 'atr', 'volume']"
muzzy-alizarin-mandrill,3.47863081917561e-05,0.993913367633997,-0.0645656491117484,-0.04080137132035,0.137008273416738,0.00476203941025599,0.0110823568137588,0.0850405085643435,14,13,"['return', 'macdfix', '1_day_change', 'stochrsi_fastk', 'linearreg_angle', 'ultosc', 'trange', 'natr', 'dx', 'plus_di', 'macd_signal', 'ht_dcperiod', 'var', 'rsi']"
ugly-carmine-tortoise,9.04179559804329e-05,0.998617490486869,-0.345200170602141,0.148351108835448,0.30193034103056,-0.069333951210429,0.0769026418697364,0.133353454017525,9,14,"['return', 'mom', 'linearreg_angle', 'roc', 'minus_di', 'cci', 'stddev', '1_day_change', 'intraday_change', 'volume', 'bop', 'aroon_up', 'stochf_fastd', 'beta', 'linearreg_slope']"
trippy-taupe-barb,0.082139615306061,0.898306048438828,-0.503961814523767,0.310552551832347,0.350970026076757,-0.0279123727840702,0.131889320077902,0.0656137136173187,13,5,"['return', 'ht_sine', 'ht_phasor_inphase', 'stochf_fastk', 'stochrsi_fastk', 'bop']"
foggy-cream-toad,0.344004423621817,0.999471065458871,-0.892428677976393,0.11239520883307,0.855511912433873,-0.0745185211723272,0.0614188477526556,0.147583460794319,7,4,"['return', 'bop', 'stochrsi_fastd', 'cmo', 'minus_di']"
slimy-goldenrod-lobster,0.000433101471251808,0.994642437176633,-0.788507313166669,0.165853336388388,0.56732237833133,-0.0527468556437759,0.0718272606099651,0.10080195169887,9,13,"['return', 'aroon_up', 'trange', 'mom', 'ultosc', 'rocp', 'willr', 'stochrsi_fastk', 'stochf_fastk', 'ppo', 'minus_di', 'plus_di', 'linearreg_angle', 'stoch_slowk']"
lanky-auburn-tiger,1.56086840261464,0.999962774922373,-0.022219058172791,-0.021143871753794,0.168779653840265,0.0150943199218356,0.0206405017283656,0.104253765290025,12,7,"['return', 'aroon_up', 'cci', 'trange', 'macd_hist', 'minus_dm', 'rocp', 'rocr100']"
cozy-gold-baboon,1.51843081004832,0.999995087607594,-0.310295809985276,0.123706763615225,0.153775111586333,-0.0969309038111577,0.0804508411235765,0.0912375073611573,3,5,"['return', 'volume', 'trange', 'ht_dcperiod', 'dx', 'beta']"
skimpy-yellow-giraffe,0.0139604312926208,0.998965208434995,-0.062861238479781,0.0179298695673795,0.20263612299971,0.0104574118385459,0.0385484404780719,0.103775920813453,12,5,"['return', 'roc', 'volume', 'stochrsi_fastd', 'stddev', 'apo']"
clammy-harlequin-fox,0.27658696189513,0.999968738671672,-0.535287543335778,0.130783570821933,0.355682394296834,-0.0869710821660523,0.0718395063536389,0.121038906296223,3,10,"['return', 'stochf_fastd', 'adosc', 'stochf_fastk', 'dx', 'trima', 'rocr', 'trange', 'adx', 'stochrsi_fastk', '1_day_change']"
seedy-mauve-leopard,0.0828659152894572,0.998681828352834,-0.518187835229504,0.119224391519209,0.360883820494594,-0.113323027288209,0.0673556809993023,0.149010883702699,4,12,"['return', 'adosc', 'stochrsi_fastk', 'rocp', 'rsi', 'stochf_fastk', 'volume', 'var', 'aroon_up', 'intraday_change', 'linearreg_slope', 'dx', 'macd']"
silly-red-giraffe,32.9826084344011,0.995142892644421,-1.59400741110653,0.102127043733229,0.844614934621801,-0.0737382961281132,0.0507970080922335,0.128641089118637,9,3,"['return', 'macd', '1_day_change', 'linearreg_slope']"
surly-orange-kiwi,0.00561612345347574,0.998112906496534,-0.0538485303438088,0.0226832810959026,0.120481308903335,0.0181077152420414,0.0413970265906683,0.0722861461233771,6,11,"['return', 'volume', 'cmo', 'stddev', 'beta', 'minus_dm', 'willr', 'cci', 'ht_dcphase', 'rocr', 'plus_dm', 'apo']"
sleepy-chocolate-spaniel,0.0299782434663319,0.999962410467413,-0.773917590603978,0.133965659775592,0.374679574174485,-0.2228004586321,0.0808233795035354,0.149538369969942,5,10,"['return', 'stochrsi_fastk', 'macdfix_hist', 'willr', 'rsi', 'volume', 'apo', 'bop', 'plus_di', 'cmo', 'stoch_slowk']"
flabby-celadon-mandrill,0.106852306933618,0.99999907529233,-0.77849193506743,0.123087305285784,0.470360443720894,-0.0841329039871347,0.0633032423513608,0.116902810097979,5,7,"['return', 'rocr100', 'stochrsi_fastk', 'willr', 'macd_hist', 'stochf_fastk', 'plus_di', 'minus_di']"
homey-linen-ray,0.730263961434541,0.999980188747795,-0.455491310068245,0.0974881034602563,0.413708111221923,-0.115188810967177,0.0660820221686405,0.166446507441016,3,7,"['return', 'rocr100', 'roc', '1_day_change', 'natr', 'macdfix', 'trange', 'stddev']"
silly-xanthic-barracuda,4.01314938504555e-15,0.99983695683169,-0.235683549706606,0.120375309621543,0.613594749455767,-0.0703561035460807,0.0812957466017078,0.27795971024937,13,13,"['return', 'trange', 'macd_hist', 'willr', 'natr', 'apo', 'intraday_change', '1_day_change', 'cci', 'bbands_middle', 'plus_dm', 'ma', 'bop', 'stddev']"
ready-wisteria-dodo,0.453840800023347,0.997817263036698,-1.42830148522693,0.0937866002319233,0.614565386258908,-0.283278436363082,0.0662406698101466,0.141922487032117,14,4,"['return', 'ppo', 'adosc', 'intraday_change', 'volume']"
skanky-tan-turkey,0.0253187085106191,0.722717529805745,-0.132567250341856,0.0385194075988692,0.13035540502451,-0.0119623088578252,0.102188067739426,0.0527106572898181,8,10,"['return', 'dx', 'mom', 'macd', 'minus_di', 'ht_trendmode', 'intraday_change', 'rsi', 'linearreg_angle', 'bop', 'apo']"
homely-eggplant-spitz,0.00939678692335091,0.991635740324377,-0.0175138378137366,0.00693465371602036,0.113124737953065,0.0435605646575915,0.0485173843512021,0.0557813585552589,6,14,"['return', 'stoch_slowk', 'correl', 'ht_phasor_inphase', '1_day_change', 'cmo', 'plus_di', 'linearreg_slope', 'bop', 'stddev', 'natr', 'rocr100', 'rocr', 'minus_di', 'mfi']"
sunny-denim-audemer,0.0155308868484124,0.990552338223555,-0.0650760541041442,0.0449295280967353,0.209001309714878,-7.10602234660856e-05,0.0403240369498367,0.129196198455744,14,9,"['return', 'macdfix_hist', 'plus_di', 'natr', 'var', 'stochrsi_fastd', 'intraday_change', 'beta', 'macd_hist', 'cmo']"
craggy-jade-toucan,1.63926056492672,0.999793279706236,-0.957677252822155,0.128265074603142,0.403851273760523,-0.0307440411705592,0.056241790719361,0.079901710269117,12,8,"['return', 'cci', 'stochf_fastk', 'stoch_slowk', '1_day_change', 'minus_dm', 'rocp', 'stochrsi_fastk', 'willr']"
flabby-aquamarine-budgerigar,4.385589994353e-38,0.999419974429255,-0.101834756962997,0.051733044632956,0.102681037394441,-0.000704733202459971,0.0540244947585463,0.0665514072216115,14,10,"['return', 'atr', 'minus_dm', 'mfi', 'rocr', 'bbands_upper', 'macdfix_hist', 'ht_sine', 'trange', 'stochrsi_fastk', 'linearreg_intercept']"
messy-celadon-weasel,0.0270996345987097,0.995825383041431,-0.608194155492729,0.116446916660052,0.477697505585175,-0.121574093777144,0.0759217349825491,0.135669563365455,5,12,"['return', 'volume', 'macd', 'linearreg_angle', 'cmo', 'intraday_change', 'dx', 'aroonosc', 'stochrsi_fastk', 'stochf_fastk', 'cci', 'natr', 'ultosc']"
silly-malachite-fish,0.00231465942965985,0.998544339520108,-0.060813218271983,-0.022440056028188,0.213868324290312,0.00540715834915064,0.0301069171310403,0.10854594474244,8,9,"['return', 'beta', 'dx', 'stochf_fastk', 'bop', 'willr', 'roc', 'var', 'rocp', 'ultosc']"
trippy-indigo-bloodhound,1038.56690914128,0.311735739211179,-1.17201624950304,0.0859298761981667,0.918885643773405,0.0279566196057268,0.0617647519348426,0.0348229529174229,14,7,"['return', 'ultosc', '1_day_change', 'cci', 'rocp', 'roc', 'willr', 'intraday_change']"
squirrely-asparagus-mammoth,0.00147852549158169,0.99999993777368,-0.0063817038702561,0.0071822096406838,0.153200524162062,0.0264258495919645,0.0274179878364585,0.0999952379322847,7,12,"['return', 'plus_dm', 'bop', 'stochf_fastd', 'rocp', 'stoch_slowk', 'atr', 'cci', '1_day_change', 'rsi', 'minus_di', 'trange', 'minus_dm']"
snoopy-heliotrope-monster,0.0115898355210243,0.995266236766322,-0.30563778341977,0.105290708832347,0.29071996181492,-0.105724617018875,0.0814193304175447,0.129941049029225,5,14,"['return', 'trix', 'intraday_change', 'trange', 'stochrsi_fastk', 'apo', 'stochf_fastk', 'ht_leadsine', 'obv', 'cci', 'ht_dcphase', 'rocr100', 'stoch_slowk', 'volume', 'natr']"
snoopy-sangria-bobcat,0.245697513997102,0.995162763318323,-0.105105136119397,-0.0708603716411204,0.157046446684459,-0.00297550784523826,0.0225438940667609,0.0812391628514461,4,8,"['return', 'adosc', 'stochf_fastd', 'sarext', 'volume', 'stochf_fastk', 'rocr', 'mom', 'apo']"
dorky-cream-newfoundland,1.66911745557309,0.995084742789366,-0.24402210210915,0.049665088638991,0.16385670257288,-0.0155126182120937,0.04588001317423,0.0788525010151265,3,6,"['return', 'cci', 'roc', 'willr', '1_day_change', 'dx', 'cmo']"
goopy-cinnabar-clam,0.367970410346497,0.999982852436688,-0.0414661255004579,0.0894522339006453,0.140506834663931,0.000504987808316209,0.0717150251145083,0.0957552296320517,13,7,"['return', 'stddev', 'trix', 'linearreg_angle', 'rocr', 'mfi', 'trange', 'rocp']"
pretty-razzmatazz-rattlesnake,0.062998718095035,0.998544236418775,-0.866140245291358,0.114602096352775,0.729764686434111,-0.127922219197117,0.0690196747764893,0.165469506443341,12,9,"['return', 'rocr', 'willr', 'macd_hist', 'bop', 'rocr100', 'intraday_change', 'volume', 'macdfix_signal', 'stochrsi_fastk']"
paltry-chartreuse-lobster,0.298807368462525,0.999921213361047,-0.785178665895417,0.239102486880053,0.416826778383271,-0.026730166195461,0.0678694672662885,0.0846243756995271,7,5,"['return', 'minus_di', 'stochrsi_fastk', 'plus_di', 'bop', 'stochf_fastk']"
ready-silver-bombay,0.00329776945956789,0.999453128579138,-0.7649349790814,0.111126749896722,0.530255060131511,-0.028551522464614,0.0588596677195299,0.093815126424045,12,10,"['return', 'trange', 'aroonosc', 'macdfix_hist', '1_day_change', 'mom', 'mfi', 'minus_dm', 'rsi', 'stochrsi_fastk', 'stochrsi_fastd']"
