index,ticker,buy_date,sell_date,buy_price,sell_price,trade_return,spy_return,abnormal_return,name
21,QLD,2019-08-15 00:00:00,2019-08-26 00:00:00,91.29,92.79,0.0164311534669734,0.0109504571550074,0.00548069631196602,cloudy-puce-vulture
22,QLD,2019-08-27 00:00:00,2019-09-09 00:00:00,94.04,99.08,0.0535942152275626,0.0299163179916317,0.0236778972359308,cloudy-puce-vulture
23,QLD,2019-09-10 00:00:00,2019-09-25 00:00:00,98.01,98.11,0.00102030405060694,0.00550010185373795,-0.00447979780313101,cloudy-puce-vulture
24,QLD,2019-09-27 00:00:00,2019-10-04 00:00:00,97.7,96.69,-0.0103377686796315,-0.0116745959442588,0.00133682726462725,cloudy-puce-vulture
25,QLD,2019-10-07 00:00:00,2019-10-22 00:00:00,96.07,99.56,0.036327677734985,0.0189021675855221,0.0174255101494629,cloudy-puce-vulture
26,QLD,2019-10-23 00:00:00,2019-10-24 00:00:00,99.07,101.82,0.0277581508024629,0.00548323073300372,0.0222749200694592,cloudy-puce-vulture
27,QLD,2019-10-25 00:00:00,2019-12-05 00:00:00,100.79,110.74,0.098720111122135,0.0409695913098871,0.0577505198122479,cloudy-puce-vulture
28,QLD,2019-12-06 00:00:00,2019-12-09 00:00:00,112.3,112.1,-0.00178094390026717,-0.000767803442318749,-0.00101314045794842,cloudy-puce-vulture
29,QLD,2019-12-10 00:00:00,2019-12-11 00:00:00,112.16,113.11,0.00847004279600583,0.00192135263225324,0.00654869016375259,cloudy-puce-vulture
30,QLD,2019-12-13 00:00:00,2019-12-17 00:00:00,114.66,117.83,0.0276469562183848,0.0085310161106178,0.019115940107767,cloudy-puce-vulture
31,QLD,2019-12-20 00:00:00,,120.69,121.36,0.00555141271024939,0.00193471884166518,0.00361669386858421,cloudy-puce-vulture
32,QQQ,2019-01-08 00:00:00,2019-01-15 00:00:00,159.54,162.38,0.0178011783878651,0.0137274350327314,0.00407374335513366,cloudy-puce-vulture
33,QQQ,2019-01-16 00:00:00,2019-01-17 00:00:00,162.65,163.63,0.00602520750076851,0.00816470036721628,-0.00213949286644777,cloudy-puce-vulture
34,QQQ,2019-01-18 00:00:00,2019-02-26 00:00:00,164.78,173.7,0.0541327831047456,0.0541028993309236,2.98837738219593e-05,cloudy-puce-vulture
35,QQQ,2019-02-27 00:00:00,2019-03-01 00:00:00,172.9,174.39,0.00861769809138213,0.00684129655374255,0.00177640153763958,cloudy-puce-vulture
36,QQQ,2019-03-05 00:00:00,2019-03-06 00:00:00,174.55,173.56,-0.0056717272987683,-0.00790960451977407,0.00223787722100577,cloudy-puce-vulture
37,QQQ,2019-03-08 00:00:00,2019-03-11 00:00:00,169.51,174.73,0.0307946433838711,0.0201590323664462,0.0106356110174248,cloudy-puce-vulture
38,QQQ,2019-03-12 00:00:00,2019-03-13 00:00:00,175.19,177.01,0.0103887208173983,0.00817906305911564,0.00220965775828263,cloudy-puce-vulture
39,QQQ,2019-03-21 00:00:00,2019-03-26 00:00:00,179.22,179.05,-0.000948554848789085,0.00169895893580119,-0.00264751378459027,cloudy-puce-vulture
40,QQQ,2019-03-27 00:00:00,2019-03-29 00:00:00,179.32,179.66,0.00189605175105956,0.00487188740526867,-0.00297583565420911,cloudy-puce-vulture
41,QQQ,2019-04-23 00:00:00,2019-04-25 00:00:00,188.4,190.48,0.0110403397027601,0.00474644888842368,0.0062938908143364,cloudy-puce-vulture
42,QQQ,2019-04-26 00:00:00,2019-04-30 00:00:00,190.18,189.54,-0.00336523293721747,0.00659882610356677,-0.00996405904078424,cloudy-puce-vulture
43,QQQ,2019-05-01 00:00:00,2019-05-09 00:00:00,190.78,184.77,-0.0315022539050215,-0.0273647253201156,-0.0041375285849059,cloudy-puce-vulture
44,QQQ,2019-05-10 00:00:00,2019-05-15 00:00:00,184.11,183.09,-0.00554016620498621,-0.00198898952228732,-0.00355117668269889,cloudy-puce-vulture
45,QQQ,2019-05-16 00:00:00,2019-06-18 00:00:00,183.17,186.41,0.0176884861058033,0.0229628052243045,-0.00527431911850118,cloudy-puce-vulture
46,QQQ,2019-06-21 00:00:00,2019-06-24 00:00:00,188.63,188.16,-0.00249165032073373,-0.00168182598249533,-0.000809824338238396,cloudy-puce-vulture
47,QQQ,2019-06-25 00:00:00,2019-07-12 00:00:00,188.03,193.53,0.0292506514917832,0.0236491131582566,0.00560153833352661,cloudy-puce-vulture
48,QQQ,2019-07-19 00:00:00,2019-07-23 00:00:00,193.84,193.79,-0.000257944696657075,-3.36473755047084e-05,-0.000224297321152367,cloudy-puce-vulture
49,QQQ,2019-07-25 00:00:00,2019-07-26 00:00:00,194.49,195.29,0.00411332202169779,0.00355597302828015,0.000557348993417639,cloudy-puce-vulture
50,QQQ,2019-08-01 00:00:00,2019-08-05 00:00:00,191.43,180.73,-0.0558951052604086,-0.0463057195196417,-0.00958938574076695,cloudy-puce-vulture
51,QQQ,2019-08-06 00:00:00,2019-08-07 00:00:00,182.4,184.25,0.0101425438596492,0.00720338983050861,0.00293915402914058,cloudy-puce-vulture
52,QQQ,2019-08-08 00:00:00,2019-09-04 00:00:00,185.08,188.33,0.017559974065269,0.0152677077523704,0.00229226631289858,cloudy-puce-vulture
53,QQQ,2019-09-19 00:00:00,2019-09-20 00:00:00,192.86,190.8,-0.0106813232396558,-0.00622740056247495,-0.00445392267718081,cloudy-puce-vulture
54,QQQ,2019-09-23 00:00:00,2019-09-24 00:00:00,190.36,187.97,-0.0125551586467746,-0.0056401769732175,-0.00691498167355709,cloudy-puce-vulture
55,QQQ,2019-09-25 00:00:00,2019-09-27 00:00:00,187.79,187.03,-0.00404707385909786,-0.00190146344776065,-0.00214561041133721,cloudy-puce-vulture
56,QQQ,2019-09-30 00:00:00,2019-10-01 00:00:00,187.79,187.27,-0.00276905053517218,-0.00920141246774409,0.00643236193257191,cloudy-puce-vulture
57,QQQ,2019-10-02 00:00:00,2019-10-18 00:00:00,186.0,191.69,0.0305913978494623,0.0222015375598994,0.0083898602895629,cloudy-puce-vulture
58,QQQ,2019-10-28 00:00:00,2019-10-29 00:00:00,196.57,196.04,-0.00269624052500383,0.000895641212764753,-0.00359188173776859,cloudy-puce-vulture
59,QQQ,2019-10-31 00:00:00,2019-11-01 00:00:00,197.56,198.87,0.00663089694270091,0.00660851176315092,2.23851795499996e-05,cloudy-puce-vulture
60,QQQ,2019-11-04 00:00:00,2019-11-05 00:00:00,200.19,200.21,9.99050901644427e-05,-0.00264412091140565,0.00274402600157009,cloudy-puce-vulture
61,QQQ,2019-11-08 00:00:00,2019-11-18 00:00:00,200.07,203.07,0.0149947518368572,0.0137124946945704,0.0012822571422868,cloudy-puce-vulture
62,QQQ,2019-11-19 00:00:00,2019-11-20 00:00:00,203.84,202.15,-0.00829081632653061,-0.00610637955969784,-0.00218443676683278,cloudy-puce-vulture
63,QQQ,2019-11-21 00:00:00,2019-11-22 00:00:00,201.93,201.83,-0.00049522111622835,0.000226266283091414,-0.000721487399319765,cloudy-puce-vulture
64,QQQ,2019-11-26 00:00:00,2019-11-27 00:00:00,204.35,206.04,0.0082701247859065,0.00660510452738228,0.00166502025852422,cloudy-puce-vulture
65,QQQ,2019-12-03 00:00:00,2019-12-04 00:00:00,200.21,202.43,0.0110883572249139,0.0091163638731524,0.00197199335176146,cloudy-puce-vulture
66,QQQ,2019-12-27 00:00:00,2019-12-30 00:00:00,214.54,212.21,-0.0108604456045492,-0.00821647000679571,-0.00264397559775353,cloudy-puce-vulture
67,SPY,2019-01-18 00:00:00,2019-02-12 00:00:00,264.98,274.1,0.0344176919012755,0.0344151349688533,2.55693242223742e-06,cloudy-puce-vulture
68,SPY,2019-02-13 00:00:00,2019-02-14 00:00:00,275.03,274.38,-0.00236337854052282,-0.00237107291049221,7.69436996939099e-06,cloudy-puce-vulture
69,SPY,2019-02-15 00:00:00,2019-02-22 00:00:00,276.36,279.14,0.0100593428860905,0.0100656293783643,-6.2864922738548e-06,cloudy-puce-vulture
70,SPY,2019-02-28 00:00:00,2019-03-01 00:00:00,278.96,280.42,0.00523372526527122,0.00522317188983856,1.05533754326537e-05,cloudy-puce-vulture
71,SPY,2019-03-05 00:00:00,2019-03-06 00:00:00,279.54,277.33,-0.00790584531730709,-0.00790960451977407,3.75920246697969e-06,cloudy-puce-vulture
72,SPY,2019-03-22 00:00:00,2019-03-26 00:00:00,283.22,281.12,-0.0074147305981217,-0.0074145712443584,-1.59353763296011e-07,cloudy-puce-vulture
73,SPY,2019-05-07 00:00:00,2019-05-09 00:00:00,290.15,286.66,-0.0120282612441839,-0.0120275514842139,-7.09759970018986e-07,cloudy-puce-vulture
74,SPY,2019-05-13 00:00:00,2019-05-14 00:00:00,282.42,283.4,0.00347000920614682,0.00348432055749148,-1.43113513446647e-05,cloudy-puce-vulture
75,SPY,2019-05-16 00:00:00,2019-06-13 00:00:00,285.84,289.58,0.0130842429331095,0.013096252129472,-1.20091963624613e-05,cloudy-puce-vulture
76,SPY,2019-06-26 00:00:00,2019-06-27 00:00:00,291.75,291.5,-0.000856898029134578,-0.000865081836741721,8.18380760714277e-06,cloudy-puce-vulture
77,SPY,2019-07-05 00:00:00,2019-07-09 00:00:00,297.44,297.19,-0.000840505648197931,-0.000814608648428528,-2.58969997694036e-05,cloudy-puce-vulture
78,SPY,2019-08-01 00:00:00,2019-08-05 00:00:00,297.6,283.82,-0.0463037634408603,-0.0463057195196417,1.95607878139548e-06,cloudy-puce-vulture
79,SPY,2019-08-06 00:00:00,2019-08-07 00:00:00,285.91,287.97,0.00720506453079639,0.00720338983050861,1.67470028777927e-06,cloudy-puce-vulture
80,SPY,2019-08-08 00:00:00,2019-09-04 00:00:00,289.62,294.04,0.0152613769767282,0.0152677077523704,-6.33077564216045e-06,cloudy-puce-vulture
81,SPY,2019-09-19 00:00:00,2019-09-20 00:00:00,301.53,298.28,-0.0107783636785727,-0.00622740056247495,-0.00455096311609771,cloudy-puce-vulture
82,SPY,2019-09-23 00:00:00,2019-09-24 00:00:00,297.55,295.87,-0.00564610989749625,-0.0056401769732175,-5.93292427875092e-06,cloudy-puce-vulture
83,SPY,2019-09-25 00:00:00,2019-09-27 00:00:00,295.96,295.4,-0.00189214758751188,-0.00190146344776065,9.31586024877085e-06,cloudy-puce-vulture
84,SPY,2019-09-30 00:00:00,2019-10-01 00:00:00,295.97,293.24,-0.00922390782849625,-0.00920141246774409,-2.24953607521616e-05,cloudy-puce-vulture
85,SPY,2019-10-02 00:00:00,2019-10-08 00:00:00,291.5,288.53,-0.0101886792452831,-0.0101699589754197,-1.87202698633815e-05,cloudy-puce-vulture
86,SPY,2019-10-09 00:00:00,2019-10-21 00:00:00,290.75,299.99,0.0317798796216682,0.0317630387446859,1.68408769822825e-05,cloudy-puce-vulture
87,TQQQ,2019-01-14 00:00:00,2019-01-16 00:00:00,40.43,42.71,0.0563937670046994,0.0160260224522988,0.0403677445524007,cloudy-puce-vulture
88,TQQQ,2019-01-17 00:00:00,2019-01-18 00:00:00,42.3,44.91,0.0617021276595744,0.0248060192805077,0.0368961083790666,cloudy-puce-vulture
89,TQQQ,2019-02-26 00:00:00,2019-02-27 00:00:00,50.96,51.36,0.00784929356357922,0.000255530408118432,0.00759376315546079,cloudy-puce-vulture
90,TQQQ,2019-03-04 00:00:00,2019-03-05 00:00:00,52.97,52.2,-0.0145365301113837,-0.0091905778485365,-0.00534595226284718,cloudy-puce-vulture
91,TQQQ,2019-03-06 00:00:00,2019-03-08 00:00:00,52.33,49.15,-0.0607682017962927,-0.0167907723755292,-0.0439774294207636,cloudy-puce-vulture
92,TQQQ,2019-03-11 00:00:00,2019-03-12 00:00:00,49.73,53.07,0.0671626784637041,0.0153994225216556,0.0517632559420485,cloudy-puce-vulture
93,TQQQ,2019-03-13 00:00:00,2019-03-21 00:00:00,53.87,59.65,0.107295340634862,0.0196171032077599,0.0876782374271019,cloudy-puce-vulture
94,TQQQ,2019-03-26 00:00:00,2019-03-27 00:00:00,56.69,55.06,-0.0287528664667489,-0.00476568705321678,-0.0239871794135321,cloudy-puce-vulture
95,TQQQ,2019-04-01 00:00:00,2019-04-04 00:00:00,58.3,60.48,0.037392795883362,0.00869441277080951,0.0286983831125525,cloudy-puce-vulture
96,TQQQ,2019-04-08 00:00:00,2019-04-16 00:00:00,61.08,63.13,0.0335625409299281,0.00714813901897937,0.0264144019109487,cloudy-puce-vulture
97,TQQQ,2019-05-09 00:00:00,2019-05-10 00:00:00,59.96,61.14,0.0196797865243497,0.0100654431640346,0.00961434336031508,cloudy-puce-vulture
98,TQQQ,2019-05-21 00:00:00,2019-05-23 00:00:00,57.27,54.14,-0.0546533961934695,-0.0128837622005323,-0.0417696339929372,cloudy-puce-vulture
99,TQQQ,2019-06-13 00:00:00,2019-06-25 00:00:00,58.13,60.09,0.0337175296748666,0.00960493567497456,0.0241125939998921,cloudy-puce-vulture
100,TQQQ,2019-07-12 00:00:00,2019-07-17 00:00:00,67.55,67.08,-0.00695780903034793,-0.00703680010774044,7.89910773925095e-05,cloudy-puce-vulture
101,TQQQ,2019-07-23 00:00:00,2019-07-25 00:00:00,68.41,68.05,-0.00526238853968719,0.00286861732644872,-0.00813100586613591,cloudy-puce-vulture
102,TQQQ,2019-07-26 00:00:00,2019-08-01 00:00:00,69.3,64.68,-0.0666666666666665,-0.0196703702460475,-0.0469962964206191,cloudy-puce-vulture
103,TQQQ,2019-08-05 00:00:00,2019-08-06 00:00:00,57.94,57.51,-0.00742147048671038,-0.000981216708718868,-0.00644025377799151,cloudy-puce-vulture
104,TQQQ,2019-08-07 00:00:00,2019-08-08 00:00:00,55.61,62.21,0.118683689983816,0.0324092151503319,0.0862744748334841,cloudy-puce-vulture
105,TQQQ,2019-08-13 00:00:00,2019-08-14 00:00:00,58.24,56.61,-0.0279876373626374,-0.0133674829836503,-0.0146201543789871,cloudy-puce-vulture
106,TQQQ,2019-08-27 00:00:00,2019-08-28 00:00:00,59.25,58.27,-0.0165400843881856,-0.00223152022315198,-0.0143085641650336,cloudy-puce-vulture
107,TQQQ,2019-08-30 00:00:00,2019-09-09 00:00:00,61.92,63.99,0.0334302325581395,0.0135538551281611,0.0198763774299784,cloudy-puce-vulture
108,TQQQ,2019-09-10 00:00:00,2019-09-19 00:00:00,62.94,65.48,0.0403558945027012,0.0125280097779588,0.0278278847247424,cloudy-puce-vulture
109,TQQQ,2019-09-20 00:00:00,2019-09-23 00:00:00,65.76,63.48,-0.0346715328467154,-0.00715982468466658,-0.0275117081620488,cloudy-puce-vulture
110,TQQQ,2019-09-24 00:00:00,2019-09-25 00:00:00,64.35,62.92,-0.0222222222222221,-0.00600771941600931,-0.0162145028062128,cloudy-puce-vulture
111,TQQQ,2019-09-27 00:00:00,2019-09-30 00:00:00,62.55,61.63,-0.0147082334132693,-0.00354286871140808,-0.0111653647018612,cloudy-puce-vulture
112,TQQQ,2019-10-01 00:00:00,2019-10-02 00:00:00,62.32,57.06,-0.0844030808729139,-0.0325030376670716,-0.0519000432058423,cloudy-puce-vulture
113,TQQQ,2019-10-07 00:00:00,2019-10-28 00:00:00,60.86,69.89,0.14837331580677,0.0335239530185256,0.114849362788244,cloudy-puce-vulture
114,TQQQ,2019-10-29 00:00:00,2019-10-31 00:00:00,69.55,69.29,-0.00373831775700917,0.00109445476253667,-0.00483277251954584,cloudy-puce-vulture
115,TQQQ,2019-11-22 00:00:00,2019-12-03 00:00:00,74.56,73.55,-0.0135461373390559,-0.00494233937397026,-0.00860379796508559,cloudy-puce-vulture
116,TQQQ,2019-12-04 00:00:00,2019-12-18 00:00:00,74.69,82.45,0.103896103896104,0.0286241024645837,0.0752720014315202,cloudy-puce-vulture
117,TQQQ,2019-12-19 00:00:00,2019-12-30 00:00:00,82.66,86.06,0.0411323493830149,0.00892408245349419,0.0322082669295207,cloudy-puce-vulture
0,DJI,2019-02-15 00:00:00,2019-02-20 00:00:00,25564.6,25954.4,0.0152476471370568,0.00744782833124402,0.00779981880581282,gimpy-bronze-bison
1,DJI,2019-02-21 00:00:00,2019-02-22 00:00:00,25922.4,26031.8,0.0042202882449156,0.00517355250605411,-0.000953264261138509,gimpy-bronze-bison
2,DJI,2019-02-25 00:00:00,2019-02-28 00:00:00,26126.2,25916.0,-0.00804556345737229,-0.00729556095967476,-0.000750002497697522,gimpy-bronze-bison
3,DJI,2019-03-01 00:00:00,,26019.7,25983.9,-0.00137588058278915,0.0302292627983867,-0.0316051433811758,gimpy-bronze-bison
4,QLD,2019-01-14 00:00:00,2019-01-15 00:00:00,71.3,74.09,0.0391304347826087,0.0135665833630845,0.0255638514195242,gimpy-bronze-bison
5,QLD,2019-03-01 00:00:00,2019-03-04 00:00:00,84.83,84.8,-0.000353648473417456,-0.00370599135268701,0.00335234287926955,gimpy-bronze-bison
6,QLD,2019-04-01 00:00:00,2019-04-02 00:00:00,91.61,92.91,0.0141905905468835,0.00445410490307863,0.00973648564380492,gimpy-bronze-bison
7,QLD,2019-04-03 00:00:00,2019-04-04 00:00:00,93.95,93.9,-0.000532197977647697,-0.00049431537320821,-3.78826044394875e-05,gimpy-bronze-bison
8,QLD,2019-04-10 00:00:00,2019-04-11 00:00:00,94.88,95.19,0.00326728499156825,0.00151584587725173,0.00175143911431652,gimpy-bronze-bison
9,QLD,2019-04-15 00:00:00,2019-04-16 00:00:00,95.96,96.63,0.0069820758649437,-0.000279622509612221,0.00726169837455593,gimpy-bronze-bison
10,QLD,2019-04-17 00:00:00,2019-04-18 00:00:00,97.88,97.49,-0.00398447078054764,-0.00473471661328506,0.000750245832737417,gimpy-bronze-bison
11,QLD,2019-04-22 00:00:00,2019-04-23 00:00:00,96.63,100.54,0.0404636241332921,0.0128047710927908,0.0276588530405013,gimpy-bronze-bison
12,QLD,2019-04-30 00:00:00,2019-05-01 00:00:00,99.62,98.91,-0.00712708291507735,-0.00570342205323204,-0.00142366086184531,gimpy-bronze-bison
13,QLD,2019-05-23 00:00:00,2019-05-24 00:00:00,88.36,87.47,-0.0100724309642373,-0.00132559472628258,-0.00874683623795469,gimpy-bronze-bison
14,QLD,2019-06-14 00:00:00,2019-06-18 00:00:00,91.36,95.36,0.0437828371278459,0.0108722337179532,0.0329106034098927,gimpy-bronze-bison
15,QLD,2019-06-28 00:00:00,2019-07-02 00:00:00,96.15,99.3,0.032761310452418,0.0131465442876368,0.0196147661647812,gimpy-bronze-bison
16,QLD,2019-07-09 00:00:00,2019-07-10 00:00:00,97.92,101.85,0.0401348039215685,0.0103846416615425,0.029750162260026,gimpy-bronze-bison
17,QLD,2019-07-29 00:00:00,2019-07-30 00:00:00,104.39,102.88,-0.0144649870677268,-0.00384589659554535,-0.0106190904721815,gimpy-bronze-bison
18,QLD,2019-08-20 00:00:00,2019-08-21 00:00:00,96.2,96.85,0.00675675675675658,0.00231825888377579,0.00443849787298078,gimpy-bronze-bison
19,QLD,2019-08-22 00:00:00,2019-08-23 00:00:00,97.18,90.16,-0.0722370858201277,-0.0285763470476846,-0.043660738772443,gimpy-bronze-bison
20,QLD,2019-09-09 00:00:00,2019-09-10 00:00:00,100.14,98.61,-0.0152786099460756,-0.00337484391346898,-0.0119037660326066,gimpy-bronze-bison
21,QLD,2019-09-16 00:00:00,2019-09-19 00:00:00,99.1,100.69,0.0160443995963673,0.00414141414141422,0.0119029854549531,gimpy-bronze-bison
22,QLD,2019-10-15 00:00:00,2019-10-16 00:00:00,99.44,100.83,0.0139782783588094,0.00436326737696602,0.00961501098184336,gimpy-bronze-bison
23,QLD,2019-10-17 00:00:00,2019-10-18 00:00:00,102.06,99.43,-0.025769155398785,-0.00570068072834573,-0.0200684746704393,gimpy-bronze-bison
24,QLD,2019-10-22 00:00:00,2019-10-23 00:00:00,101.88,99.93,-0.0191401648998821,-0.00234027615258592,-0.0167998887472962,gimpy-bronze-bison
25,QLD,2019-10-24 00:00:00,2019-10-25 00:00:00,101.35,103.39,0.0201282683769117,0.00227090569062249,0.0178573626862892,gimpy-bronze-bison
26,QLD,2019-11-05 00:00:00,2019-11-08 00:00:00,108.41,109.31,0.00830181717553735,0.00437779737985577,0.00392401979568158,gimpy-bronze-bison
27,QLD,2019-11-12 00:00:00,2019-11-19 00:00:00,109.18,111.53,0.0215240886609269,0.0102851191251139,0.011238969535813,gimpy-bronze-bison
28,QLD,2019-11-22 00:00:00,2019-11-25 00:00:00,110.18,112.42,0.0203303684879288,0.00733275188164217,0.0129976166062866,gimpy-bronze-bison
29,QLD,2019-12-05 00:00:00,2019-12-06 00:00:00,111.13,113.05,0.0172770628993071,0.00846475700032179,0.0088123058989853,gimpy-bronze-bison
30,QLD,2019-12-12 00:00:00,2019-12-13 00:00:00,112.82,115.49,0.0236660166637122,0.00920451276806533,0.0144615038956468,gimpy-bronze-bison
31,QQQ,2019-04-24 00:00:00,2019-04-25 00:00:00,190.47,190.48,5.25017063053301e-05,-0.00249471605280493,0.00254721775911027,gimpy-bronze-bison
32,QQQ,2019-04-26 00:00:00,2019-05-02 00:00:00,190.18,188.11,-0.0108844252813124,-0.00312575973326867,-0.00775866554804372,gimpy-bronze-bison
33,QQQ,2019-05-09 00:00:00,2019-05-13 00:00:00,183.7,178.58,-0.0278715296679367,-0.0153293498363921,-0.0125421798315446,gimpy-bronze-bison
34,QQQ,2019-05-14 00:00:00,2019-05-16 00:00:00,179.52,184.93,0.030135918003565,0.0202539842429039,0.00988193376066104,gimpy-bronze-bison
35,QQQ,2019-05-20 00:00:00,2019-06-21 00:00:00,180.49,188.57,0.0447670231037729,0.0400342844898398,0.00473273861393309,gimpy-bronze-bison
36,QQQ,2019-06-24 00:00:00,2019-06-25 00:00:00,188.53,184.93,-0.0190951042274439,-0.011769146307988,-0.00732595791945589,gimpy-bronze-bison
37,QQQ,2019-06-26 00:00:00,2019-07-01 00:00:00,186.16,189.26,0.0166523420713365,0.0133914668327624,0.0032608752385741,gimpy-bronze-bison
38,QQQ,2019-07-08 00:00:00,2019-07-09 00:00:00,189.81,190.66,0.00447816237289911,0.000611828687967497,0.00386633368493161,gimpy-bronze-bison
39,QQQ,2019-07-19 00:00:00,2019-07-22 00:00:00,193.84,192.53,-0.0067581510524144,-0.00713324360699863,0.000375092554584233,gimpy-bronze-bison
40,QQQ,2019-07-24 00:00:00,2019-07-26 00:00:00,193.05,195.29,0.0116032116032114,0.00941422594142249,0.00218898566178893,gimpy-bronze-bison
41,QQQ,2019-07-30 00:00:00,2019-07-31 00:00:00,193.13,191.1,-0.0105110547299746,-0.00828087656107979,-0.00223017816889481,gimpy-bronze-bison
42,QQQ,2019-08-05 00:00:00,2019-08-08 00:00:00,183.43,188.26,0.0263315706263969,0.0192038127277823,0.00712775789861464,gimpy-bronze-bison
43,QQQ,2019-08-12 00:00:00,2019-08-14 00:00:00,185.34,182.76,-0.0139203625768858,-0.0209247266903421,0.00700436411345629,gimpy-bronze-bison
44,QQQ,2019-08-15 00:00:00,2019-11-29 00:00:00,183.0,205.1,0.120765027322404,0.108405981997307,0.0123590453250977,gimpy-bronze-bison
45,QQQ,2019-12-02 00:00:00,2019-12-03 00:00:00,205.11,201.41,-0.0180391009702112,-0.0160038332534739,-0.00203526771673734,gimpy-bronze-bison
46,QQQ,2019-12-04 00:00:00,2019-12-09 00:00:00,202.44,204.07,0.00805176842521238,0.0102205834788796,-0.00216881505366717,gimpy-bronze-bison
47,QQQ,2019-12-10 00:00:00,2019-12-17 00:00:00,204.17,209.39,0.025566929519518,0.0183489176380172,0.00721801188150084,gimpy-bronze-bison
48,QQQ,2019-12-26 00:00:00,,212.26,212.21,-0.000235560162065274,-0.00177211254469145,0.00153655238262618,gimpy-bronze-bison
49,SPY,2019-12-23 00:00:00,2019-12-27 00:00:00,321.59,322.86,0.00394912777138612,0.00394912777138612,0.0,gimpy-bronze-bison
50,SPY,2019-12-30 00:00:00,,322.95,321.08,-0.00579037002631988,-0.00579037002631988,0.0,gimpy-bronze-bison
51,TQQQ,2019-03-06 00:00:00,2019-03-08 00:00:00,52.33,49.15,-0.0607682017962927,-0.0167907723755292,-0.0439774294207636,gimpy-bronze-bison
52,TQQQ,2019-03-14 00:00:00,2019-06-04 00:00:00,54.32,50.82,-0.0644329896907216,0.00141232708046646,-0.0658453167711881,gimpy-bronze-bison
53,TQQQ,2019-06-06 00:00:00,2019-08-02 00:00:00,52.2,61.72,0.182375478927203,0.0379588182632051,0.144416660663998,gimpy-bronze-bison
